Company name,Director name,Title1,Age,Salary,Boards,HQ city,HQ state
GLOBAL MARINE INC,"BLAIR, EDWARD A.",DIR,63,0,1,HOUSTON,TX
GLOBAL MARINE INC,"BROWN, DONALD B.",DIR,72,0,1,HOUSTON,TX
GLOBAL MARINE INC,"CAMPBELL, EDWARD J.",DIR,71,0,1,HOUSTON,TX
GLOBAL MARINE INC,"CASON, THOMAS W.",DIR,56,0,1,HOUSTON,TX
GLOBAL MARINE INC,"GALVIN, JOHN M.",DIR,66,0,1,HOUSTON,TX
GLOBAL MARINE INC,"LUIGS, C. RUSSELL",DIR,65,888361,1,HOUSTON,TX
GLOBAL MARINE INC,"MARTIN, JERRY C.",DIR,66,0,1,HOUSTON,TX
GLOBAL MARINE INC,"MULLER, EDWARD R.",DIR,47,0,1,HOUSTON,TX
GLOBAL MARINE INC,"POWERS, PAUL J.",DIR,64,0,2,HOUSTON,TX
GLOBAL MARINE INC,"ROSE, ROBERT E.",CTB,60,346022,1,HOUSTON,TX
GLOBAL MARINE INC,"RYAN, JOHN G.",DIR,46,1766480,1,HOUSTON,TX
GLOBAL MARINE INC,"STREETMAN, BEN G.",DIR,59,0,1,HOUSTON,TX
GLOBAL MARINE INC,"WHITMIRE, JOHN",DIR,58,0,1,HOUSTON,TX
GOLDEN STATE BANCORP INC,"BASS, PAUL M., JR.",DIR,63,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"BRAMBLETT, GEORGE W., JR.",DIR,58,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"BULLOCK, BOB",DIR,69,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"DEMPSEY, BRIAN P.",DIR,61,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"FORD, GERALD J.",CTB,54,3000622,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"GITTIS, HOWARD",DIR,65,0,4,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"KING, JOHN F.",DIR,66,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"KOOKEN, JOHN F.",DIR,67,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"MCDONALD, GABRIELLE K.",DIR,56,0,2,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"PERELMAN, RONALD OWEN",DIR,56,0,2,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"RANKIN, B. M., JR.",DIR,69,0,2,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"SAYLES, THOMAS S.",DIR,48,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"SETRAKIAN, ROBERT",DIR,75,0,1,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"TELLEZ, CORA M.",DIR,49,0,2,SAN FRANCISCO,CA
GOLDEN STATE BANCORP INC,"WEBB, CARL B.",PRZ,49,2680232,1,SAN FRANCISCO,CA
GOLDEN WEST FINANCIAL CORP,"CATTANI, MARYELLEN B.",DIR,55,0,2,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"GALEN, LOUIS J., III",DIR,73,0,1,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"HERNANDEZ, ANTONIA",DIR,51,0,1,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"KING, PATRICIA A.",DIR,56,0,1,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"OSHER, BERNARD A.",DIR,71,0,1,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"ROSEN, KENNETH T.",DIR,50,0,1,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"SANDLER, HERBERT M.",CTB,67,1090822,1,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"SANDLER, MARION O.",CO-,68,1093276,1,OAKLAND,CA
GOLDEN WEST FINANCIAL CORP,"SCHILLING, LESLIE TANG",DIR,44,0,1,OAKLAND,CA
GOODYEAR TIRE & RUBBER CO,"BREEN, JOHN G.",DIR,64,0,5,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"BUTLER, WILLIAM E.",DIR,67,0,6,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"CRUIKSHANK, THOMAS H.",DIR,67,0,3,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"FARLEY, KATHERINE G.",DIR,49,0,1,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"GIBARA, SAMIR G.",CTB,59,2748000,2,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"HUDSON, WILLIAM J., JR.",DIR,64,0,2,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"MINTER, STEVEN A.",DIR,60,0,3,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"PYTTE, AGNAR",DIR,66,0,1,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"SCHOFIELD, GEORGE H.",DIR,69,0,2,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"TURNER, WILLIAM C.",DIR,69,0,1,AKRON,OH
GOODYEAR TIRE & RUBBER CO,"WALKER, MARTIN D.",DIR,66,0,7,AKRON,OH
GPU INC,"BLACK, THEODORE H.",DIR,70,0,1,MORRISTOWN,NJ
GPU INC,"HAFER, FRED D.",CTB,58,1169712,1,MORRISTOWN,NJ
GPU INC,"HAGEN, THOMAS B.",DIR,63,0,1,MORRISTOWN,NJ
GPU INC,"HENDERSON, HENRY F., JR.",DIR,71,0,1,MORRISTOWN,NJ
GPU INC,"PIETRUSKI, JOHN M.",DIR,66,0,4,MORRISTOWN,NJ
GPU INC,"REIN, CATHERINE A.",DIR,56,0,3,MORRISTOWN,NJ
GPU INC,"ROEDEL, PAUL R.",DIR,71,0,1,MORRISTOWN,NJ
GPU INC,"TOWNSEND, BRYAN S.",DIR,69,0,1,MORRISTOWN,NJ
GPU INC,"TROST, CARLISLE A H",DIR,69,0,3,MORRISTOWN,NJ
GPU INC,"WOOLF, PATRICIA K.",DIR,64,0,1,MORRISTOWN,NJ
GRAND UNION CO,"AYERS, RAYMOND H.",DIR,54,.,1,WAYNE,NJ
GRAND UNION CO,"BERNSTEIN, MARTIN",DIR,62,.,1,WAYNE,NJ
GRAND UNION CO,"COCHILL, THOMAS R.",DIR,59,.,1,WAYNE,NJ
GRAND UNION CO,"COLONNETTA, JOSEPH",DIR,38,.,1,WAYNE,NJ
GRAND UNION CO,"DEPAOLIS, ANDREW L.",CVP,56,.,1,WAYNE,NJ
GRAND UNION CO,"DOFT, JACOB W.",DIR,29,.,1,WAYNE,NJ
GRAND UNION CO,"DUNCAN, GARY B.",DIR,47,.,1,WAYNE,NJ
GRAND UNION CO,"FREIMARK, JEFFREY P.",EVP,44,.,1,WAYNE,NJ
GRAND UNION CO,"GREEN, DAVID M.",DIR,44,.,1,WAYNE,NJ
GRAND UNION CO,"HARRIS, J. WAYNE",CTB,60,.,1,WAYNE,NJ
GRAND UNION CO,"LASH, JOSEPH V.",DIR,36,.,1,WAYNE,NJ
GRAND UNION CO,"MEADOWS, JASPER S.",DIR,48,.,1,WAYNE,NJ
GRAND UNION CO,"MOSLEMI, MANOUCHEHR",DIR,54,.,1,WAYNE,NJ
GRAND UNION CO,"NICASTRO, FRANCIS E.",DIR,57,.,1,WAYNE,NJ
GRAND UNION CO,"PARTRIDGE, JACK W., JR.",VCB,54,.,1,WAYNE,NJ
GRAND UNION CO,"PETRILLO, ANTHONY",DIR,57,.,1,WAYNE,NJ
GRAND UNION CO,"PHILBIN, GARY M.",PRZ,42,.,1,WAYNE,NJ
GRAND UNION CO,"SMITH, GLENN J.",DIR,35,.,1,WAYNE,NJ
GRAND UNION CO,"TEPPER, SCOTT",DIR,39,.,1,WAYNE,NJ
GRAND UNION CO,"VAILLANCOURT, DONALD C.",DIR,55,.,1,WAYNE,NJ
GRANITE CONSTRUCTION INC,"BARCLAY, JOSEPH J.",DIR,66,0,1,WATSONVILLE,CA
GRANITE CONSTRUCTION INC,"BROOKS, RICHARD M.",DIR,70,0,2,WATSONVILLE,CA
GRANITE CONSTRUCTION INC,"KELLY, BRIAN C.",DIR,67,0,1,WATSONVILLE,CA
GRANITE CONSTRUCTION INC,"MCDONALD, REBECCA A.",DIR,46,0,2,WATSONVILLE,CA
GRANITE CONSTRUCTION INC,"MILES, RAYMOND E.",DIR,66,0,1,WATSONVILLE,CA
GRANITE CONSTRUCTION INC,"SEARLE, GEORGE B.",DIR,66,0,1,WATSONVILLE,CA
GRANITE CONSTRUCTION INC,"SOLARI, RICHARD C.",CTB,74,0,1,WATSONVILLE,CA
GRANITE CONSTRUCTION INC,"WATTS, DAVID H.",CEO,60,1106074,1,WATSONVILLE,CA
GREAT LAKES CHEMICAL CORP,"BULRISS, MARK P.",CEO,47,4037601,1,INDIANAPOLIS,IN
GREAT LAKES CHEMICAL CORP,"FULTON, THOMAS M.",DIR,65,0,1,INDIANAPOLIS,IN
GREAT LAKES CHEMICAL CORP,"HALE, MARTIN M.",DIR,58,0,1,INDIANAPOLIS,IN
GREAT LAKES CHEMICAL CORP,"LATAIF, LOUIS E.",DIR,60,0,1,INDIANAPOLIS,IN
GREAT LAKES CHEMICAL CORP,"LEET, RICHARD H.",DIR,72,0,1,INDIANAPOLIS,IN
GREAT LAKES CHEMICAL CORP,"NICHOLS, MACK G.",DIR,60,0,2,INDIANAPOLIS,IN
GREAT LAKES CHEMICAL CORP,"PROOPS, JAY D.",DIR,57,0,1,INDIANAPOLIS,IN
GROUP 1 AUTOMOTIVE INC,"BIDWELL, BENETT E.",DIR,71,0,1,HOUSTON,TX
GROUP 1 AUTOMOTIVE INC,"DUNCAN, JOHN H.",DIR,71,0,2,HOUSTON,TX
GROUP 1 AUTOMOTIVE INC,"HOLLINGSWORTH, B. B., JR.",CTB,56,743750,1,HOUSTON,TX
GROUP 1 AUTOMOTIVE INC,"HOWARD, ROBERT E., II",GRO,52,0,1,HOUSTON,TX
GROUP 1 AUTOMOTIVE INC,"MCCALL, STERLING B., JR.",DIR,64,0,1,HOUSTON,TX
GROUP 1 AUTOMOTIVE INC,"SMITH, CHARLES M.",SVP,53,0,1,HOUSTON,TX
GTE CORP,"ARTZT, EDWIN L.",DIR,68,0,4,IRVING,TX
GTE CORP,"BARKER, JAMES R.",DIR,63,0,2,IRVING,TX
GTE CORP,"BUDD, EDWARD H.",DIR,65,0,1,IRVING,TX
GTE CORP,"DANIELL, ROBERT F.",DIR,65,0,1,IRVING,TX
GTE CORP,"FOSTER, KENT B.",PRZ,55,2993446,3,IRVING,TX
GTE CORP,"JOHNSON, JAMES L.",DIR,72,0,5,IRVING,TX
GTE CORP,"KETELSEN, JAMES L.",DIR,68,0,3,IRVING,TX
GTE CORP,"LEE, CHARLES R.",CTB,59,4037309,4,IRVING,TX
GTE CORP,"MASIN, MICHAEL T.",VCB,54,2654713,2,IRVING,TX
GTE CORP,"MOOSE, SANDRA O.",DIR,57,0,2,IRVING,TX
GTE CORP,"PALMER, RUSSELL E.",DIR,64,0,4,IRVING,TX
GTE CORP,"SNOW, JOHN W.",DIR,59,0,5,IRVING,TX
GTE CORP,"STOREY, ROBERT D.",DIR,62,0,3,IRVING,TX
GUIDANT CORP,"CLARK, KIM B.",DIR,50,0,3,INDIANAPOLIS,IN
GUIDANT CORP,"CORNELIUS, JAMES M.",CTB,55,2022557,2,INDIANAPOLIS,IN
GUIDANT CORP,"COX, MAURICE A.",DIR,48,0,1,INDIANAPOLIS,IN
GUIDANT CORP,"DOLLENS, RONALD W.",PRZ,52,1155082,2,INDIANAPOLIS,IN
GUIDANT CORP,"FALLA, ENRIQUE C.",DIR,59,0,2,INDIANAPOLIS,IN
GUIDANT CORP,"GROBSTEIN, MICHAEL",DIR,56,0,1,INDIANAPOLIS,IN
GUIDANT CORP,"KING, JOHN B.",VPR,69,677740,1,INDIANAPOLIS,IN
GUIDANT CORP,"KING, SUSAN B.",DIR,58,0,2,INDIANAPOLIS,IN
GUIDANT CORP,"MOORE, J. KEVIN",DIR,44,0,1,INDIANAPOLIS,IN
GUIDANT CORP,"NOVITCH, MARK",DIR,66,0,1,INDIANAPOLIS,IN
GUIDANT CORP,"STEP, EUGENE L.",DIR,70,0,1,INDIANAPOLIS,IN
GUIDANT CORP,"WAGER, RUEDI E.",DIR,55,0,1,INDIANAPOLIS,IN
GULFSTREAM AEROSPACE CORP,"ANDERSON, ROBERT",DIR,78,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"BEERS, CHARLOTTE L.",DIR,63,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"BELL, THOMAS D., JR.",DIR,49,0,3,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"BOISTURE, W. W., JR.",PRZ,54,652243,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"DAVIS, CHRIS A.",CFO,48,652243,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"FORESTER, LYNN",DIR,44,0,2,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"FORSTMANN, NICHOLAS C.",DIR,52,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"FORSTMANN, THEODORE J.",CTB,59,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"HORBACH, SANDRA J.",DIR,38,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"KISSINGER, HENRY A.",DIR,75,0,3,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"LEWIS, DREW",DIR,67,0,6,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"MCCORMACK, MARK H.",DIR,68,0,2,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"MOSS, BRYAN T.",VCB,59,620566,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"OVITZ, MICHAEL S.",DIR,52,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"PAULSON, ALLEN E.",DIR,76,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"PENSKE, ROGER S.",DIR,62,0,4,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"POWELL, COLIN L.",DIR,61,0,2,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"ROCHE, GERARD R.",DIR,67,0,1,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"RUMSFELD, DONALD H.",DIR,66,0,2,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"SHULTZ, GEORGE P.",DIR,78,0,3,SAVANNAH,GA
GULFSTREAM AEROSPACE CORP,"STRAUSS, ROBERT S.",DIR,80,0,2,SAVANNAH,GA
H & R BLOCK INC,"BAUM, G. KENNETH",DIR,68,0,2,KANSAS CITY,MO
H & R BLOCK INC,"BLOCH, HENRY W.",CTB,76,571219,1,KANSAS CITY,MO
H & R BLOCK INC,"DAVIS, ROBERT E.",DIR,67,0,1,KANSAS CITY,MO
H & R BLOCK INC,"ECTON, DONNA R.",DIR,51,0,2,KANSAS CITY,MO
H & R BLOCK INC,"FRIGON, HENRY F.",DIR,63,0,2,KANSAS CITY,MO
H & R BLOCK INC,"HALE, ROGER W.",DIR,55,0,2,KANSAS CITY,MO
H & R BLOCK INC,"RICH, MARVIN L.",DIR,64,0,1,KANSAS CITY,MO
H & R BLOCK INC,"SALIZZONI, FRANK L.",PRZ,60,1143697,1,KANSAS CITY,MO
H & R BLOCK INC,"SMITH, LOUIS W.",DIR,55,0,3,KANSAS CITY,MO
H & R BLOCK INC,"SOSLAND, MORTON I.",DIR,73,0,2,KANSAS CITY,MO
H B FULLER CO,"ANDERSEN, ANTHONY L.",CTB,63,347511,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"BERG, NORBERT R.",DIR,66,0,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"BRONSTIEN, EDWARD L., JR.",DIR,71,0,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"CARLSON, ROBERT J.",DIR,69,0,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"FORD, FREEMAN A.",DIR,57,0,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"FOSLER, GAIL D.",DIR,54,0,2,VADNAIS HEIGHTS,MN
H B FULLER CO,"KING, REATHA CLARK",DIR,60,0,3,VADNAIS HEIGHTS,MN
H B FULLER CO,"KISSLING, WALTER",DIR,67,1444377,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"MAURIEL, JOHN J., JR.",DIR,66,0,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"MITAU, LEE R.",DIR,50,0,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"SCHUBERT, ROLF",DIR,60,0,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"STROUCKEN, ALBERT P. L.",PRZ,51,2068807,1,VADNAIS HEIGHTS,MN
H B FULLER CO,"WEBSTER, LORNE C.",DIR,70,0,2,VADNAIS HEIGHTS,MN
H J HEINZ CO,"BOGDANOVICH, JOSEPH J.",VCB,0,0,1,PITTSBURGH,PA
H J HEINZ CO,"BRADY, NICHOLAS F.",DIR,68,0,2,PITTSBURGH,PA
H J HEINZ CO,"BRYAN, CANDACE K.",DIR,51,0,1,PITTSBURGH,PA
H J HEINZ CO,"CHOKSI, MARY",DIR,47,0,1,PITTSBURGH,PA
H J HEINZ CO,"COLEMAN, LEONARD S., JR.",DIR,49,0,5,PITTSBURGH,PA
H J HEINZ CO,"CYERT, RICHARD M.",DIR,77,0,1,PITTSBURGH,PA
H J HEINZ CO,"HOLIDAY, EDITH E.",DIR,46,0,4,PITTSBURGH,PA
H J HEINZ CO,"JOHNSON, SAMUEL C.",DIR,70,0,2,PITTSBURGH,PA
H J HEINZ CO,"JOHNSON, WILLIAM R.",PRZ,40,2434651,5,PITTSBURGH,PA
H J HEINZ CO,"KEOUGH, DONALD R.",DIR,72,0,3,PITTSBURGH,PA
H J HEINZ CO,"MCCABE, LAWRENCE J.",SVP,63,0,1,PITTSBURGH,PA
H J HEINZ CO,"O'NEILL, DANIEL J.",EVP,46,0,1,PITTSBURGH,PA
H J HEINZ CO,"O'REILLY, ANTHONY J.F.",CTB,62,0,1,PITTSBURGH,PA
H J HEINZ CO,"RENNE, PAUL F.",CFO,55,0,1,PITTSBURGH,PA
H J HEINZ CO,"RITCHIE, MALCOLM",EVP,44,0,1,PITTSBURGH,PA
H J HEINZ CO,"SCHMIDT, HERMAN J.",DIR,81,0,1,PITTSBURGH,PA
H J HEINZ CO,"SHELDON, ELEANOR B.",DIR,78,0,1,PITTSBURGH,PA
H J HEINZ CO,"SNYDER, WILLIAM P., III",DIR,80,0,1,PITTSBURGH,PA
H J HEINZ CO,"SPRINGER, WILLIAM C.",EVP,58,1263959,1,PITTSBURGH,PA
H J HEINZ CO,"WILEY, S. DONALD",VCB,71,0,1,PITTSBURGH,PA
H J HEINZ CO,"WILLIAMS, DAVID R.",EVP,55,1309057,1,PITTSBURGH,PA
H J HEINZ CO,"ZIMMERMAN, J. M.",DIR,0,0,1,PITTSBURGH,PA
HALLIBURTON CO,"ARMSTRONG, ANNE L.",NA,71,0,3,DALLAS,TX
HALLIBURTON CO,"BRADFORD, WILLIAM E.",CTB,64,0,2,DALLAS,TX
HALLIBURTON CO,"CHENEY, RICHARD B.",CEO,58,0,3,DALLAS,TX
HALLIBURTON CO,"CLITHEROE, LORD",NA,69,0,1,DALLAS,TX
HALLIBURTON CO,"CRANDALL, ROBERT L.",NA,63,0,4,DALLAS,TX
HALLIBURTON CO,"DIBONA, CHARLES J.",NA,67,0,1,DALLAS,TX
HALLIBURTON CO,"EAGLEBURGER, LAWRENCE S.",NA,68,0,3,DALLAS,TX
HALLIBURTON CO,"HOWELL, WILLIAM R.",NA,63,0,5,DALLAS,TX
HALLIBURTON CO,"HUNT, RAY L.",NA,55,0,3,DALLAS,TX
HALLIBURTON CO,"LEWIS, DELANO EUGENE",NA,60,0,3,DALLAS,TX
HALLIBURTON CO,"MARTIN, JAMES L.",NA,53,0,1,DALLAS,TX
HALLIBURTON CO,"PRECOURT, JAY A.",NA,61,0,2,DALLAS,TX
HALLIBURTON CO,"SILAS, C. J.",NA,66,0,2,DALLAS,TX
HALLIBURTON CO,"STEGEMEIER, RICHARD J.",NA,70,0,4,DALLAS,TX
HALLIBURTON CO,"VAUGHN, DONALD C.",VCB,62,0,1,DALLAS,TX
HANNAFORD BROS CO,"ALLBRIGHT, BRUCE G.",DIR,70,0,1,SCARBOROUGH,ME
HANNAFORD BROS CO,"BOLINDER, ROBERT D.",NA,67,0,1,SCARBOROUGH,ME
HANNAFORD BROS CO,"END, WILLIAM T.",DIR,51,0,1,SCARBOROUGH,ME
HANNAFORD BROS CO,"FARRINGTON, HUGH G.",CEO,54,756011,1,SCARBOROUGH,ME
HANNAFORD BROS CO,"LOCHRIDGE, RICHARD K.",NA,55,0,3,SCARBOROUGH,ME
HANNAFORD BROS CO,"LOVE, RENEE M.",NA,53,0,1,SCARBOROUGH,ME
HANNAFORD BROS CO,"MALONE, CLAUDINE B.",DIR,62,0,7,SCARBOROUGH,ME
HANNAFORD BROS CO,"MURRAY, ROBERT J.",NA,56,0,2,SCARBOROUGH,ME
HANNAFORD BROS CO,"SALMON, WALTER J.",DIR,68,0,5,SCARBOROUGH,ME
HANNAFORD BROS CO,"SOBEY, DAVID F.",DIR,67,0,1,SCARBOROUGH,ME
HANNAFORD BROS CO,"SOBEY, JOHN ROBERT",DIR,50,0,1,SCARBOROUGH,ME
HANNAFORD BROS CO,"STRICKLAND, ROBERT L.",DIR,68,0,2,SCARBOROUGH,ME
HANNAFORD BROS CO,"TARR, ROBERT J., JR.",DIR,55,0,1,SCARBOROUGH,ME
HARCOURT GENERAL INC,"CONNELL, WILLIAM F.",DIR,60,0,2,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"COUNTRYMAN, GARY L.",DIR,59,0,4,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"GREENBERG, JACK M.",DIR,56,0,2,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"KNEZ, BRIAN J.",PRZ,41,1532624,1,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"LURIE, JEFFREY R.",DIR,47,0,1,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"MARTIN, LYNN MORLEY",DIR,59,0,5,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"SEGALL, MAURICE",DIR,69,0,2,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"SMITH, RICHARD A.",CTB,74,1991373,2,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"SMITH, ROBERT A.",PRZ,39,1532624,1,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"STERN, PAULA",DIR,53,0,4,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"UYTERHOEVEN, HUGO E.",DIR,67,0,3,CHESTNUT HILL,MA
HARCOURT GENERAL INC,"WHARTON, CLIFTON R.",DIR,72,0,1,CHESTNUT HILL,MA
HARLEY DAVIDSON INC,"ALLEN, BARRY K.",DIR,50,0,1,MILWAUKEE,WI
HARLEY DAVIDSON INC,"BEATTIE, RICHARD I.",DIR,59,0,1,MILWAUKEE,WI
HARLEY DAVIDSON INC,"BLEUSTEIN, JEFFREY L.",CTB,59,1852399,2,MILWAUKEE,WI
HARLEY DAVIDSON INC,"HERMON-TAYLOR, RICHARD J.",DIR,57,0,1,MILWAUKEE,WI
HARLEY DAVIDSON INC,"JAMES, DONALD A.",DIR,55,0,1,MILWAUKEE,WI
HARLEY DAVIDSON INC,"LAFAUVE, RICHARD G.",DIR,64,0,1,MILWAUKEE,WI
HARLEY DAVIDSON INC,"LEFAUVE, RICHARD GLENN",DIR,64,0,1,MILWAUKEE,WI
HARLEY DAVIDSON INC,"LEVINSON, SARA L.",DIR,48,0,2,MILWAUKEE,WI
HARLEY DAVIDSON INC,"NORLING, JAMES A.",DIR,57,0,1,MILWAUKEE,WI
HARLEY DAVIDSON INC,"TEERLINK, RICHARD F.",DIR,62,1440299,3,MILWAUKEE,WI
HARMAN INTERNATIONAL INDUSTRIE,"GIROD, BERNARD A.",PRZ,56,786500,1,WASHINGTON,DC
HARMAN INTERNATIONAL INDUSTRIE,"HARMAN, SIDNEY",CTB,80,1236500,1,WASHINGTON,DC
HARMAN INTERNATIONAL INDUSTRIE,"HUFSTEDLER, SHIRLEY MOUNT",DIR,73,0,1,WASHINGTON,DC
HARMAN INTERNATIONAL INDUSTRIE,"MCLAUGHLIN, ANN",DIR,56,0,5,WASHINGTON,DC
HARMAN INTERNATIONAL INDUSTRIE,"MEYER, EDWARD H.",DIR,71,0,1,WASHINGTON,DC
HARMAN INTERNATIONAL INDUSTRIE,"STANLEY, WEISS",DIR,71,0,1,WASHINGTON,DC
HARMAN INTERNATIONAL INDUSTRIE,"STAPLETON, GREGORY P.",EXO,52,762300,1,WASHINGTON,DC
HARMAN INTERNATIONAL INDUSTRIE,"WEISS, STANLEY A.",DIR,0,0,1,WASHINGTON,DC
HARNISCHFEGER INDUSTRIES INC,"ALVARADO, DONNA M.",DIR,50,0,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"BRADY, LARRY D.",DIR,56,0,2,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"CORBY, FRANCIS M., JR.",EVP,54,1088935,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"CORRENTI, JOHN D.",DIR,51,0,2,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"DAVIS, HARRY L.",DIR,61,0,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"GERRITY, ROBERT M.",DIR,61,0,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"HANSON, JOHN NILS",CEO,56,0,2,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"HOFFMAN, ROBERT B.",CTB,62,0,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"LABRUYERE, JEAN-PIERRE",DIR,61,0,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"LATORRE, L. DONALD",DIR,61,0,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"PECK, STEPHEN M.",DIR,63,0,1,ST FRANCIS,WI
HARNISCHFEGER INDUSTRIES INC,"REDON, LEONARD",DIR,47,0,1,ST FRANCIS,WI
HARRAH S ENTERTAINMENT INC,"CLARK-JOHNSON, SUSAN",DIR,52,0,1,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"FARLEY, JAMES B.",DIR,68,0,4,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"HENSON, JOE M.",DIR,65,0,1,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"HORN, RALPH",DIR,58,0,2,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"HOUSSELS III, J. KELL",DIR,49,0,1,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"MARTIN, R. BRAD",DIR,47,0,2,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"MILLER, ROBERT G.",DIR,55,0,2,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"REED, COLIN V.",EVP,51,1425049,1,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"SALMON, WALTER J.",DIR,68,0,5,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"SATRE, PHILIP G.",CTB,49,1576731,1,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"SELLS, BOAKE A.",DIR,61,0,1,MEMPHIS,TN
HARRAH S ENTERTAINMENT INC,"WILLIAMS, EDDIE N.",DIR,66,0,1,MEMPHIS,TN
HARRIS CORP FLA,"CIZIK, ROBERT",DIR,67,0,3,MELBOURNE,FL
